"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
16,15,9,6,6,3,9,4,3,9,4,3,4,2,6,3,6,3,3,5,5,5,4,4,3,24,5,2,5,5,4,2,4,1,5,5,3,21,6,4,2,5,1,2,6,4,5,2,3,3
14,10,14,3,6,9,6,6,3,14,6,5,6,4,3,0,5,6,3,2,4,3,5,1,3,27,2,5,6,6,5,4,2,7,0,6,3,29,3,2,7,9,9,4,3,5,6,8,7,4
25,13,8,5,7,1,2,4,0,12,4,3,3,6,8,2,9,2,6,6,1,5,6,5,4,22,2,8,2,6,5,2,3,5,6,3,0,25,4,4,3,9,6,7,5,6,4,4,4,1
20,15,10,7,9,5,8,3,4,6,4,1,7,8,3,4,7,2,5,3,4,4,4,2,5,21,6,7,5,7,2,2,1,5,3,8,2,32,5,3,4,6,11,6,4,8,3,6,4,7
28,12,10,8,16,9,6,5,13,12,5,6,4,4,6,3,5,3,2,7,1,9,1,7,6,19,3,3,6,4,4,3,2,2,5,5,6,25,3,4,6,6,3,7,5,5,3,5,4,2
28,14,12,8,7,3,2,6,2,20,8,3,3,9,3,8,7,5,4,4,3,8,10,4,3,27,3,4,3,5,8,2,6,1,3,9,6,22,0,3,6,5,5,1,2,5,6,1,7,6
17,13,7,9,14,7,6,5,6,10,2,9,6,5,6,4,2,10,2,8,6,7,2,2,1,28,7,8,5,4,8,3,5,8,2,5,3,18,3,6,6,6,9,5,2,4,3,4,6,3
21,15,7,12,10,2,4,6,7,15,4,3,4,10,5,9,9,4,4,5,1,3,4,5,5,20,8,1,3,3,4,7,4,3,3,6,1,20,3,6,0,2,3,7,2,5,6,4,2,4
32,11,5,11,4,3,3,3,1,14,3,5,5,8,10,6,4,5,3,3,5,8,5,4,5,23,1,3,3,2,6,6,5,4,6,4,8,22,6,5,2,3,3,2,3,1,4,2,4,6
23,6,4,8,7,4,6,4,1,12,2,6,4,9,3,9,12,3,5,5,4,7,3,8,6,27,3,7,7,4,2,8,4,7,5,2,3,41,11,2,5,4,4,7,3,9,5,1,4,5
27,18,11,10,6,7,3,4,3,9,1,4,5,8,6,3,4,7,2,5,4,8,5,5,5,30,3,5,5,2,9,7,1,3,4,8,3,24,4,2,7,2,4,5,8,3,3,1,4,8
19,11,7,5,4,2,2,3,2,16,4,5,3,9,2,2,7,6,5,3,3,3,4,4,2,18,5,4,3,5,2,5,6,2,3,4,8,25,5,5,6,4,7,1,1,8,1,4,4,7
22,15,7,5,9,5,4,5,4,15,2,5,3,7,6,6,6,4,4,3,4,10,3,5,9,22,4,8,7,2,2,4,1,4,5,6,5,27,4,6,6,5,4,4,4,8,3,2,3,7
20,14,14,2,6,6,3,6,1,13,3,5,3,5,5,7,8,4,6,2,5,3,7,4,3,21,6,7,4,3,5,6,3,5,5,3,8,18,5,3,4,3,2,3,6,5,2,6,6,5
17,16,9,5,9,5,3,2,5,15,2,9,6,5,2,5,7,5,6,4,1,4,3,3,2,29,7,5,4,5,8,4,4,5,5,6,2,24,8,5,1,4,3,2,5,1,4,4,7,7
16,13,8,1,12,4,3,2,8,12,6,9,10,8,2,9,4,1,2,5,0,2,5,3,2,30,5,4,3,2,6,7,4,3,6,1,5,37,5,10,3,7,3,7,9,9,6,3,4,10
12,11,9,7,11,2,8,3,5,14,2,5,2,4,1,6,6,8,4,4,3,3,5,7,3,18,2,4,5,4,4,4,4,2,3,6,0,30,3,4,8,4,4,3,3,6,8,4,6,8
25,15,6,8,10,5,9,4,7,13,5,5,5,8,3,6,8,4,9,7,5,7,1,6,5,28,3,2,6,5,5,5,6,3,4,5,6,29,9,7,8,4,2,6,1,6,2,4,7,4
15,11,11,7,9,3,5,5,5,10,5,3,1,5,5,7,6,6,6,11,7,3,7,3,4,19,4,4,4,5,5,2,3,5,5,3,11,22,4,6,4,8,4,3,5,3,4,4,8,3
22,10,8,4,10,5,5,6,5,15,5,8,2,8,6,5,8,3,5,3,3,2,9,5,5,21,4,4,2,3,6,2,4,3,4,3,5,25,5,6,5,6,6,3,5,3,4,4,3,3
23,14,12,5,9,7,1,3,6,13,9,3,8,9,1,6,10,1,3,6,7,3,3,8,8,18,5,1,6,4,3,2,2,5,3,4,2,28,6,8,7,2,2,4,6,5,2,3,6,5
18,12,9,5,10,6,6,4,5,13,2,1,3,5,6,6,6,8,5,7,4,1,7,4,8,29,6,5,5,9,3,7,4,5,3,6,5,32,4,7,0,4,3,3,9,3,5,1,7,3
17,11,4,5,7,3,3,5,2,11,6,3,3,8,3,6,5,2,2,5,4,4,4,1,4,31,8,2,3,6,7,5,3,4,8,7,4,24,7,5,2,4,2,6,3,3,4,5,0,4
19,14,8,10,6,6,5,3,2,16,5,4,5,8,5,3,6,4,3,4,11,3,3,5,5,21,4,1,3,4,5,7,1,2,3,4,7,28,4,4,2,5,7,8,6,5,4,4,8,5
24,15,7,5,5,1,6,5,2,14,5,4,6,8,8,6,9,3,5,5,4,5,6,5,2,28,8,5,4,2,3,4,8,8,4,8,2,24,1,3,6,3,9,5,2,7,8,5,4,5
18,14,6,5,10,3,8,5,5,13,1,7,6,7,3,4,9,5,4,1,4,5,4,6,3,19,4,3,5,3,4,3,3,3,4,5,4,19,4,6,7,4,6,2,0,4,7,5,3,3
20,17,13,5,7,7,5,6,2,14,4,7,4,5,4,6,10,5,6,7,6,5,9,4,4,16,5,3,3,6,2,3,3,6,4,3,3,25,7,4,3,5,1,4,7,5,5,6,7,3
19,6,10,5,8,5,3,1,6,17,5,7,4,7,2,4,8,2,6,3,3,6,9,5,0,25,2,7,1,4,4,6,5,6,2,8,8,27,7,6,5,5,5,3,6,4,3,6,6,0
24,15,4,6,5,1,6,6,3,24,3,6,5,11,5,3,8,1,3,6,4,9,2,4,9,31,7,2,5,3,3,3,8,8,6,8,7,25,7,2,4,5,5,3,5,3,3,6,2,3
16,11,12,3,8,6,7,1,4,13,3,4,2,7,3,4,9,5,5,4,2,4,5,4,6,25,7,2,2,5,4,3,8,4,6,3,3,27,3,5,4,5,4,9,7,5,1,4,3,5
10,12,9,5,7,2,5,6,3,15,0,10,7,6,4,7,4,3,4,5,5,3,8,2,7,23,3,6,2,6,3,3,7,3,2,7,3,34,5,4,7,4,5,6,6,3,4,4,7,5
27,13,11,5,8,9,5,4,1,6,7,2,2,3,7,2,8,4,4,2,1,5,6,5,3,25,2,6,4,5,3,4,2,2,3,4,5,30,6,7,5,6,2,4,6,4,4,5,4,2
24,16,11,6,10,7,4,0,4,10,3,4,5,8,8,4,7,9,6,6,3,6,5,1,5,29,11,8,5,2,4,6,8,2,5,5,4,27,2,4,3,6,6,6,1,8,5,3,3,3
17,13,8,7,7,5,14,3,2,10,1,6,1,4,3,5,6,4,6,6,6,3,5,6,6,22,4,3,4,8,5,5,2,2,7,6,5,17,7,2,5,5,1,6,6,1,3,5,3,4
22,23,14,4,8,4,7,5,6,14,5,6,2,6,5,8,7,9,3,4,3,6,6,2,5,19,3,5,1,4,4,4,4,3,3,7,1,30,5,5,7,5,6,4,2,4,3,4,8,7
26,15,4,9,7,6,2,5,4,11,0,3,3,6,6,3,9,9,3,1,6,6,0,2,3,23,5,8,3,5,3,1,2,4,3,6,4,33,10,4,7,3,7,6,3,4,5,4,5,4
16,12,10,7,8,6,9,4,3,17,5,5,5,6,3,5,6,2,3,5,3,3,6,5,5,26,7,6,6,5,7,6,5,5,2,0,6,25,4,5,5,4,4,5,3,3,4,3,2,7
20,10,9,5,7,4,7,5,0,10,3,6,1,5,2,5,10,4,6,5,2,5,7,5,7,31,5,2,7,5,5,5,6,8,8,5,5,28,5,4,4,5,3,3,7,6,3,5,4,3
24,10,11,5,7,4,9,3,5,15,3,8,2,8,4,12,2,3,2,4,4,6,9,10,3,26,3,4,5,2,4,2,7,4,8,4,3,30,5,5,5,4,5,3,4,2,7,3,3,2
17,9,12,7,5,7,2,2,3,18,6,3,4,4,5,4,3,8,1,4,6,6,7,4,6,27,2,3,4,6,4,7,4,9,3,8,2,22,3,2,4,4,7,2,5,2,6,5,5,6
25,16,9,8,14,6,4,5,3,13,2,5,7,6,6,4,9,6,7,9,5,6,3,2,5,34,3,7,5,5,6,5,4,5,4,6,4,21,4,3,3,4,4,5,3,1,8,1,3,8
19,16,11,10,14,7,6,3,9,14,5,6,7,8,5,7,7,6,4,8,6,6,10,6,2,24,6,3,3,9,6,3,6,9,9,2,3,25,4,3,2,3,1,8,5,4,3,8,1,5
15,14,9,9,5,3,7,3,3,7,1,3,6,7,5,4,5,2,3,4,7,4,7,4,7,21,5,5,1,4,2,6,2,7,3,5,4,27,7,5,3,3,4,4,6,3,3,3,11,0
28,19,9,9,7,2,8,5,4,10,2,2,5,6,6,5,2,8,2,4,11,10,3,2,4,24,9,2,7,3,3,2,4,4,2,5,3,31,2,4,5,5,5,1,2,8,2,8,4,4
25,13,9,9,9,5,4,2,4,12,5,3,7,7,9,3,4,7,7,5,3,5,5,1,4,15,4,3,6,1,3,5,4,8,2,4,3,27,5,2,5,5,1,4,3,6,4,3,5,8
14,7,10,9,3,5,6,5,3,14,5,3,6,9,8,7,1,4,4,1,8,4,9,6,6,19,1,5,3,2,2,6,2,5,5,9,4,26,2,8,4,8,6,7,1,0,5,4,6,2
25,12,11,10,7,5,3,7,4,8,6,3,3,4,3,6,6,2,1,3,4,4,4,6,3,28,4,4,7,4,5,3,4,6,4,6,7,23,4,1,1,4,7,3,6,3,8,3,5,2
22,6,16,6,8,5,5,4,4,11,9,2,1,3,4,4,2,2,1,7,4,4,6,6,4,35,9,7,7,4,5,5,4,6,2,2,8,29,0,2,2,4,3,7,11,6,8,8,4,4
23,15,7,8,13,5,4,5,5,13,5,2,4,10,2,3,2,9,6,4,7,2,3,3,5,23,6,3,5,6,3,3,3,3,2,8,4,26,3,6,3,4,7,2,8,7,3,0,2,3
15,14,7,3,12,5,4,4,6,11,4,5,4,10,4,5,7,6,4,8,3,6,2,3,3,23,3,4,6,4,5,3,7,10,5,1,5,28,4,7,1,4,3,1,7,7,5,5,4,8
25,12,13,10,10,10,9,9,6,15,3,10,7,9,3,3,12,4,4,6,1,4,3,4,5,32,5,4,6,2,6,4,4,9,4,2,4,26,5,4,4,7,3,1,1,4,4,8,6,5
19,13,9,5,8,1,6,3,3,7,8,1,3,6,6,7,8,9,1,6,1,3,5,6,2,17,4,5,2,3,2,3,5,2,1,3,3,24,3,6,4,3,3,4,5,5,7,7,2,7
12,12,7,2,4,0,6,6,5,6,3,3,2,7,2,5,8,3,4,3,1,5,7,3,3,26,7,6,6,7,10,3,4,2,2,2,5,19,3,6,5,3,2,3,6,5,3,5,6,4
14,14,8,2,7,4,5,6,5,10,5,4,8,5,2,2,7,3,6,4,2,1,2,2,5,17,2,1,3,3,3,4,6,7,0,3,4,17,2,5,3,4,6,3,3,4,4,2,7,4
21,16,11,5,10,2,3,8,5,14,4,7,7,7,9,3,6,6,2,7,2,5,4,5,5,28,3,4,2,7,5,4,4,5,6,1,5,20,8,5,10,4,5,4,2,2,4,2,3,4
25,18,12,8,6,7,9,8,3,15,5,6,4,8,2,8,10,2,6,4,4,5,4,10,7,27,8,6,5,7,9,2,4,2,5,5,3,23,4,2,5,2,5,3,7,4,5,4,2,3
27,12,7,6,6,6,10,5,4,13,5,2,5,9,4,3,8,2,6,3,4,2,5,3,2,26,5,5,4,5,7,5,4,6,6,6,7,27,12,6,8,4,5,3,8,6,9,5,4,4
20,11,9,7,9,4,5,3,9,7,8,0,3,8,4,4,7,5,2,4,3,5,6,0,2,19,5,6,4,1,2,5,6,3,3,10,5,20,3,7,4,2,7,3,1,5,4,5,3,1
30,14,6,6,15,5,5,9,3,10,2,4,0,3,3,2,12,6,3,6,2,6,4,1,2,27,4,5,6,6,1,3,7,3,6,2,9,28,5,2,5,5,3,4,7,2,2,5,8,3
17,6,4,3,7,4,2,4,8,15,5,5,5,3,3,7,9,2,5,3,2,1,2,6,8,27,7,3,3,6,3,3,7,5,3,6,0,27,0,3,3,7,5,5,3,3,6,2,7,5
13,13,10,5,7,3,5,3,3,11,4,5,1,6,6,2,4,5,2,6,4,3,8,3,3,30,4,5,8,8,5,5,7,3,4,5,9,28,2,5,8,4,3,7,3,7,4,2,5,7
21,17,13,8,10,2,10,4,3,10,4,3,5,5,3,1,9,6,5,6,6,1,5,3,5,18,3,7,4,2,6,4,4,5,0,4,3,35,5,3,2,9,2,6,6,4,4,5,5,5
19,14,10,4,11,6,2,6,9,20,6,3,4,7,2,6,6,8,6,7,6,1,4,1,7,17,5,6,8,2,5,9,5,3,4,2,4,27,4,2,8,4,4,3,7,5,4,4,4,4
24,10,10,4,12,6,4,3,4,9,5,6,1,6,8,2,6,2,4,8,6,6,3,7,3,24,5,3,4,6,7,3,8,2,5,2,4,31,7,1,7,5,3,4,4,4,7,9,5,3
23,11,6,8,8,4,2,3,4,12,1,4,9,7,4,3,8,6,5,3,4,2,5,4,3,25,4,4,4,3,3,5,4,4,5,9,2,26,5,5,6,1,3,7,4,4,1,8,4,2
16,12,7,9,10,3,3,3,2,9,5,3,7,6,3,5,7,4,4,3,6,5,9,2,4,20,4,6,4,8,5,5,2,4,3,5,4,20,3,5,4,5,3,1,4,6,8,6,2,3
15,15,9,5,9,6,3,2,2,13,5,6,5,8,3,8,9,5,4,7,5,4,6,4,2,20,5,7,0,1,6,3,3,3,3,4,1,28,14,3,3,9,4,2,5,5,8,1,3,2
21,18,2,5,11,3,9,7,8,9,7,4,8,7,4,4,5,5,2,2,6,6,5,4,4,25,5,4,4,6,7,6,7,1,5,8,7,32,6,5,4,4,7,3,2,5,5,6,3,4
24,11,9,7,5,2,1,2,3,22,4,3,6,8,8,4,6,6,6,1,6,5,4,6,9,13,4,4,3,5,7,7,6,1,4,2,2,33,3,2,3,3,8,5,3,8,3,4,3,5
21,7,7,10,21,2,1,7,11,12,6,1,3,6,2,5,8,3,3,3,4,5,1,6,6,21,7,1,3,2,1,4,4,7,4,6,4,22,4,3,6,4,3,2,6,4,5,7,4,7
26,12,6,9,10,4,4,3,2,16,4,7,4,7,8,5,8,6,7,11,5,3,3,4,1,28,6,2,10,5,3,3,7,3,2,7,7,20,4,1,4,4,5,4,4,4,4,7,1,2
17,11,8,9,9,3,4,7,6,12,1,4,7,6,8,4,5,4,5,1,4,4,7,4,4,20,5,4,7,2,3,2,2,7,6,4,4,36,9,6,6,7,8,8,3,7,7,3,5,9
15,10,3,3,5,2,6,5,6,16,5,2,3,6,7,4,5,4,2,2,3,3,3,8,5,18,3,2,4,4,6,5,3,4,7,8,10,27,4,2,6,3,6,6,2,3,6,3,5,3
15,21,12,4,7,5,3,4,7,14,5,7,7,3,3,2,7,8,4,1,2,2,3,3,8,23,6,1,2,3,5,4,5,3,2,5,6,38,12,3,5,5,7,8,6,5,7,3,8,5
16,11,8,11,13,4,5,2,7,10,8,2,6,11,0,2,6,3,5,5,6,0,3,2,3,22,4,5,8,5,8,2,3,2,1,4,2,25,7,5,2,4,5,1,4,4,6,7,1,7
21,10,9,10,15,5,1,7,5,19,5,3,4,9,3,2,8,4,2,5,5,2,1,2,8,20,6,3,3,3,5,1,4,4,5,3,7,20,6,8,1,2,5,0,6,2,7,7,7,4
20,17,10,3,8,7,3,3,6,10,8,6,1,6,3,2,4,3,5,4,5,7,5,3,4,23,2,4,6,4,5,3,5,4,7,5,6,37,6,3,3,7,5,7,8,8,6,5,5,4
24,18,7,7,7,3,6,4,5,17,3,4,5,7,4,7,3,4,5,8,3,5,3,3,8,27,11,6,6,4,4,3,4,2,6,8,3,35,3,4,3,8,2,9,4,8,8,7,7,2
29,8,7,6,17,2,7,3,6,12,3,3,3,6,8,2,3,3,2,4,6,8,1,6,3,23,5,3,2,4,3,2,8,8,2,5,3,28,6,4,5,4,3,1,3,8,2,7,2,2
22,17,8,7,6,3,3,7,5,10,6,10,3,10,4,3,4,5,4,2,5,8,7,3,3,27,6,5,1,4,5,4,4,4,6,5,6,20,10,1,1,4,5,7,5,5,2,7,4,7
20,10,9,4,11,4,5,2,5,10,4,5,8,5,6,4,3,4,3,2,5,6,4,4,4,22,3,6,5,2,5,7,5,8,9,2,3,29,4,7,5,2,1,4,6,5,6,4,3,7
18,12,5,6,14,6,0,4,2,10,5,6,3,9,3,3,5,7,3,7,2,1,6,4,4,24,5,7,10,3,3,4,9,6,5,3,3,23,4,5,5,5,4,5,6,1,4,9,5,0
23,21,15,2,7,4,3,7,5,9,1,4,8,5,4,2,7,5,7,7,3,4,8,5,4,28,4,2,6,2,7,6,4,8,1,7,4,26,6,2,3,6,5,8,5,7,4,4,6,6
21,15,13,4,7,3,3,8,3,9,6,4,5,10,1,7,10,8,5,5,6,6,9,6,4,30,6,7,5,6,8,9,4,4,2,12,5,18,4,6,5,3,2,2,9,6,3,3,5,4
18,17,12,5,6,9,8,4,9,8,1,4,3,3,7,2,7,6,3,4,2,5,7,3,1,33,8,5,3,4,5,4,4,4,4,5,6,21,7,3,4,10,1,5,3,2,4,4,4,5
27,23,12,9,6,2,11,7,6,12,1,3,8,11,1,6,6,1,4,6,7,7,4,4,5,23,5,4,6,5,2,4,4,6,6,3,8,30,2,4,6,7,5,4,5,5,7,3,2,3
27,17,14,6,8,3,7,5,4,15,3,5,5,6,6,5,7,4,4,2,2,4,11,7,7,20,4,4,3,5,3,8,1,4,3,4,2,31,5,7,3,4,7,1,5,4,4,1,5,5
20,7,5,6,12,5,5,4,6,19,6,9,0,6,3,4,7,4,6,6,4,2,7,3,3,21,8,7,3,6,4,4,3,2,4,3,3,31,2,4,5,4,8,5,6,4,9,4,8,6
18,9,12,6,12,6,4,6,4,7,3,4,5,3,4,7,9,5,4,5,5,5,6,2,7,17,6,7,2,3,1,5,3,4,2,3,1,32,5,7,6,10,5,4,4,4,2,1,7,7
19,8,11,4,5,4,4,1,2,8,5,5,4,9,2,10,5,3,3,2,3,12,7,5,5,35,5,7,3,3,5,3,6,5,3,6,6,35,7,3,10,7,4,4,4,4,7,6,4,4
22,10,9,5,10,4,6,2,10,10,4,2,5,2,6,3,8,1,2,4,2,6,3,4,4,22,8,1,4,4,3,5,3,3,4,7,6,29,9,3,8,3,5,5,4,3,5,5,6,4
16,9,7,3,8,1,1,8,7,7,2,5,4,6,0,3,7,4,7,3,4,4,3,4,2,20,6,6,2,6,4,8,6,4,6,2,4,29,4,3,7,5,4,5,13,3,2,4,7,6
14,14,14,8,7,2,3,3,8,18,4,5,4,7,3,6,5,1,3,1,3,7,6,6,6,22,3,6,5,9,3,4,2,2,4,2,5,27,6,3,2,6,6,4,5,7,5,6,1,6
18,17,10,4,9,5,3,3,5,14,4,5,8,5,5,3,3,4,3,6,1,5,5,4,6,18,5,4,3,4,1,4,1,1,8,3,1,21,10,2,5,6,3,4,3,2,5,2,5,6
20,22,10,1,6,6,6,3,5,15,5,4,6,10,4,10,5,8,2,5,0,5,5,4,0,27,1,2,7,9,2,3,4,6,6,8,5,24,6,0,14,7,3,1,4,3,4,4,3,4
19,10,9,8,8,3,1,3,3,5,4,3,4,2,4,5,6,4,3,4,7,8,8,3,7,24,1,6,3,2,4,4,10,4,6,4,5,24,2,2,6,6,6,3,5,6,3,6,4,5
26,9,11,6,5,6,5,3,2,12,5,6,6,9,8,6,9,2,3,3,3,9,7,3,2,27,6,3,5,6,7,3,11,1,3,7,5,18,4,1,4,2,7,3,6,4,3,3,3,5
20,13,15,10,8,6,4,6,3,10,5,1,6,10,6,5,5,5,5,6,5,7,8,5,5,19,5,5,4,3,5,3,3,3,3,1,2,31,9,6,6,4,3,5,4,3,7,4,2,10
29,16,8,8,15,4,7,5,6,16,4,5,8,6,4,2,5,4,1,5,4,4,3,6,6,24,5,5,4,2,3,3,4,4,5,8,5,18,4,7,3,2,3,1,5,5,7,5,4,2
19,12,9,7,7,3,3,2,4,16,6,2,6,8,6,4,8,9,7,3,5,2,9,6,7,18,7,1,4,5,2,4,3,3,3,4,4,23,5,4,5,4,0,4,7,8,7,9,6,4
24,15,11,6,7,3,4,5,2,14,6,4,5,9,2,9,11,8,4,7,4,1,6,3,4,23,5,5,9,5,4,5,7,4,3,5,8,28,5,7,3,4,9,8,1,4,3,7,7,6
21,11,5,12,8,6,3,4,4,9,6,8,6,5,5,4,4,4,4,4,8,3,2,5,9,21,3,7,3,4,2,1,5,4,3,3,9,27,5,7,4,6,8,5,4,1,6,3,3,4
15,11,10,5,9,4,3,6,5,12,9,5,7,1,1,1,6,2,6,1,5,2,3,3,6,30,8,5,4,5,7,6,4,3,5,3,5,32,4,4,3,3,8,6,3,5,4,9,8,1
18,11,13,5,9,4,8,4,10,13,9,5,2,4,5,3,7,5,4,4,4,4,6,7,7,31,5,4,1,4,6,7,3,9,4,4,8,28,6,3,7,5,3,7,4,5,6,4,6,3
34,15,9,13,16,5,2,5,5,14,8,4,3,7,10,7,8,6,4,5,5,3,4,5,1,27,4,4,5,5,4,9,1,5,3,6,4,34,3,6,3,5,3,10,6,2,6,6,6,11
19,10,5,3,13,3,6,4,4,12,1,3,4,7,4,3,8,3,4,7,6,7,2,0,9,25,3,5,3,5,4,6,5,5,6,4,8,28,5,7,2,8,1,6,4,4,5,2,6,2
23,14,6,4,11,4,2,3,4,22,8,11,2,9,4,3,6,2,1,8,2,6,7,3,7,34,5,4,5,4,4,10,10,7,3,4,9,27,3,3,5,4,7,3,7,3,7,3,2,4
21,12,6,4,6,3,6,7,2,12,8,5,3,6,6,3,9,2,6,4,3,2,4,5,2,24,3,7,2,5,8,5,3,3,5,7,3,24,2,3,7,7,2,5,3,3,4,8,3,2
27,18,7,7,6,4,7,6,4,17,9,3,4,6,4,9,6,5,3,7,6,6,3,5,6,22,5,2,2,3,4,5,3,5,1,2,3,18,7,5,1,4,2,5,4,4,4,3,4,5
20,13,4,4,3,3,9,7,4,8,1,5,4,5,4,5,9,2,4,1,5,4,1,2,3,21,1,6,4,3,9,2,4,4,5,5,2,32,3,8,5,7,10,3,10,4,4,7,6,4
26,10,6,4,7,8,4,9,4,11,1,2,5,9,4,8,3,2,6,4,5,6,3,1,4,27,3,9,4,3,6,6,5,10,3,3,5,21,3,1,5,6,8,6,4,3,8,1,4,5
18,8,7,7,9,2,1,3,5,7,4,2,4,10,4,9,8,2,7,4,6,9,8,8,3,30,5,5,3,6,4,6,5,7,3,7,1,29,2,7,4,8,4,2,5,13,5,5,4,1
27,9,8,6,7,3,3,10,4,12,2,6,2,5,7,5,3,4,5,4,5,4,4,7,7,25,5,2,6,6,3,4,3,4,3,7,4,30,6,3,9,7,4,5,8,6,3,5,2,4
16,11,6,7,2,2,5,10,9,20,5,10,11,9,5,5,2,1,2,1,5,2,6,0,4,27,6,5,5,3,6,2,3,4,1,6,9,24,4,4,6,4,4,8,2,2,3,5,8,2
23,15,14,3,5,5,5,10,4,8,3,8,4,1,4,5,12,5,6,5,2,8,7,8,3,25,6,3,3,6,6,5,5,6,3,2,2,28,4,5,3,4,8,3,7,7,3,7,5,4
16,8,6,6,4,5,1,5,4,13,8,3,6,5,3,4,7,5,5,4,5,4,7,3,7,27,2,6,0,1,4,3,1,3,7,4,7,26,5,5,5,8,3,6,2,7,5,5,6,5
14,13,8,9,8,2,4,4,2,12,3,4,5,8,3,2,1,4,4,6,6,4,5,3,5,22,4,5,4,2,6,1,1,12,2,5,11,29,3,6,4,2,4,5,2,4,4,5,7,3
19,14,8,12,11,0,6,4,0,21,5,5,5,2,7,0,6,2,5,4,5,3,4,4,10,19,2,3,5,6,5,5,2,1,5,6,2,27,3,4,6,3,3,0,4,5,7,4,11,6
28,8,4,13,12,4,4,4,6,15,4,7,4,6,9,3,8,2,1,5,5,7,6,6,5,27,5,6,4,3,1,4,5,5,5,5,5,25,2,4,6,5,4,4,6,6,4,7,3,8
21,16,17,4,8,5,4,9,2,12,2,5,5,8,2,0,5,6,5,4,4,7,8,3,3,37,5,7,4,6,3,9,1,4,3,8,5,30,12,3,3,2,3,5,5,7,6,3,1,5
20,12,14,4,8,5,1,5,7,13,4,2,4,4,4,1,4,3,2,4,3,1,4,2,3,20,4,3,3,5,4,2,4,1,3,6,3,34,4,6,4,6,5,2,9,3,6,5,2,2
16,5,12,5,5,4,2,3,1,20,6,4,2,8,4,9,6,0,2,3,3,2,4,3,2,19,4,2,7,8,4,4,2,7,3,7,4,34,4,3,4,5,3,5,8,5,9,5,4,7
19,18,11,10,7,4,8,4,4,16,7,2,2,9,3,5,10,6,5,1,5,3,8,9,4,25,10,2,8,6,1,5,11,2,4,4,6,25,7,3,6,4,2,6,2,2,5,2,2,7
18,18,9,5,9,4,6,5,4,11,3,4,7,10,5,7,8,5,8,7,3,1,4,5,3,33,5,4,5,2,11,2,5,9,7,6,5,37,6,7,6,3,7,5,6,4,3,5,8,4
22,13,9,4,7,9,2,5,5,16,3,7,3,7,8,1,10,3,7,3,2,4,3,1,4,29,4,6,5,3,10,2,3,5,6,7,6,18,4,1,3,2,4,6,9,5,4,3,2,2
24,19,14,7,12,9,5,5,6,10,2,4,4,8,5,8,5,4,0,3,6,7,8,7,7,30,3,4,3,3,3,2,6,10,7,2,5,33,3,5,4,2,7,3,2,10,1,6,5,4
25,7,10,11,8,3,7,5,4,15,5,5,3,3,7,6,5,2,3,4,7,4,4,3,7,15,5,6,5,6,5,4,3,4,4,2,2,20,8,4,6,2,4,4,4,3,4,4,4,2
24,12,6,3,6,0,5,5,7,12,6,4,1,2,2,2,10,4,6,5,3,3,2,1,3,19,3,4,4,1,3,4,1,4,5,6,4,26,6,3,5,2,9,5,6,6,3,8,6,1
22,10,11,4,11,5,4,5,6,8,8,3,3,6,6,8,5,4,6,4,2,4,6,4,3,30,7,2,7,6,5,1,4,11,4,3,3,22,6,7,1,2,5,6,3,3,3,5,3,4
12,16,9,7,10,3,3,1,7,12,5,5,6,8,1,2,9,3,5,4,5,2,7,3,1,25,1,5,7,4,4,3,7,4,5,12,4,21,2,0,4,3,6,4,5,5,2,2,4,4
21,13,8,7,8,5,4,4,5,15,5,6,5,5,6,4,7,5,5,9,4,3,6,4,3,19,2,5,2,5,7,8,4,5,4,3,3,23,5,3,3,6,2,2,5,5,5,3,4,3
19,11,3,4,7,2,6,4,3,7,2,4,2,10,4,9,11,3,4,3,3,3,1,6,3,23,3,4,7,3,5,5,8,6,4,4,3,23,5,3,5,5,8,4,2,3,4,7,5,8
14,14,7,4,10,3,5,4,3,11,5,6,7,4,4,2,7,5,4,9,8,7,2,5,3,21,4,3,2,3,3,5,3,6,4,4,4,21,6,5,6,8,4,3,2,3,6,3,3,3
19,17,9,6,10,4,5,8,6,11,8,3,4,8,7,4,9,5,5,5,8,3,4,0,3,19,1,4,4,2,6,6,9,3,5,5,3,29,3,4,5,6,7,6,8,4,4,5,3,2
21,14,10,7,5,3,1,4,1,7,3,0,3,6,4,4,3,2,2,6,3,8,8,7,7,20,7,6,6,6,3,4,3,5,3,3,4,17,3,6,6,2,3,6,4,2,3,5,4,3
24,12,5,5,13,3,8,5,4,14,6,7,2,8,4,5,9,7,7,6,4,3,5,5,3,31,8,4,3,1,6,4,8,3,4,3,7,32,3,8,7,3,2,1,3,5,3,5,5,10
17,8,9,8,10,6,5,5,5,11,5,5,6,6,3,2,6,7,1,6,7,2,7,5,2,22,3,2,3,3,5,2,4,7,6,8,9,30,5,1,5,6,5,3,6,4,2,3,5,4
24,14,8,7,6,2,4,1,2,18,6,8,5,5,6,3,11,4,6,4,7,4,6,6,6,13,3,4,2,7,4,5,3,9,6,4,3,28,5,6,4,1,9,2,4,4,2,0,2,8
