"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
14,9,7,6,6,10,8,5,6,6,7,11,15,2,6,9,14,6,7,5,7,8,7,4,11,8,8,7,7,3,4,2,6,8,6,6,8,2,13,3,3,7,6,6,4,7,6,4,1,3,27,4,2,4,2,6,6,9,2,3,5,5,1,4,4,4,28,4,5,2,4,5,1,6,5,3,8,3,3,6,1,6,3,20,5,3,3,2,3,4,5,2,4,4,5,6,1,3,6,6
14,2,7,9,4,11,10,7,3,5,5,7,15,4,6,6,7,2,9,3,8,5,11,4,12,7,6,11,5,2,5,8,5,8,6,2,6,3,10,3,8,7,5,4,4,3,3,6,4,4,38,8,3,3,5,4,2,4,7,6,9,4,7,4,5,2,36,5,4,6,2,4,5,4,4,4,6,4,6,5,5,3,3,45,7,4,10,4,7,4,6,7,4,3,8,3,9,4,4,7
18,6,9,12,10,8,12,7,7,7,2,15,18,5,4,4,19,4,8,5,6,1,8,4,9,9,5,7,11,7,2,7,6,4,5,8,4,2,14,4,3,9,6,3,5,5,2,10,6,5,35,2,2,2,5,5,2,4,7,3,8,6,3,4,4,3,36,6,3,5,9,5,3,3,2,2,4,9,7,4,4,8,5,33,7,4,5,3,4,2,6,4,5,5,3,9,4,3,5,4
8,2,4,4,3,8,9,5,9,3,1,19,14,4,4,5,13,7,12,9,6,10,14,2,10,4,4,5,4,6,2,15,5,3,4,7,2,6,8,5,4,7,3,1,3,3,5,3,9,4,32,3,6,4,8,5,5,3,5,1,7,5,4,3,4,4,30,4,2,3,3,4,4,3,2,4,3,7,1,9,2,7,2,30,4,4,5,3,7,1,3,7,4,2,4,3,5,2,8,5
15,10,13,10,5,8,6,1,5,10,6,12,11,4,7,11,6,3,12,3,4,7,8,2,10,12,5,11,6,5,3,4,3,7,5,5,5,3,13,4,3,6,10,4,4,5,5,3,2,8,41,6,3,6,3,4,3,6,10,6,4,9,4,4,0,5,28,5,2,6,4,4,2,3,1,5,3,3,3,8,5,5,4,47,3,5,3,8,9,3,6,5,4,5,8,6,4,4,5,6
22,4,8,9,6,8,7,5,6,8,3,10,17,4,13,11,12,4,6,10,9,10,6,4,7,6,11,7,6,2,2,8,4,6,11,2,13,6,9,3,5,9,6,7,6,3,11,9,1,8,33,4,2,6,6,3,1,6,5,5,7,8,3,2,4,2,33,4,3,5,2,5,3,5,13,2,4,2,3,5,4,5,7,39,5,5,5,2,7,2,3,4,5,6,3,9,5,6,3,4
18,5,13,6,9,7,9,6,11,10,3,10,16,1,14,7,8,5,11,5,5,7,4,6,8,5,9,6,3,9,5,8,4,15,12,6,5,3,18,3,5,13,4,5,4,4,2,7,10,4,36,6,5,4,10,4,3,4,9,3,5,3,4,4,2,5,41,3,3,4,9,4,3,2,7,3,10,6,1,9,10,4,7,37,4,5,6,3,4,6,1,2,2,2,3,7,6,4,9,4
16,3,5,7,9,10,9,5,6,5,4,11,13,8,7,8,10,4,10,5,7,5,4,4,5,8,5,5,2,6,4,8,5,4,6,5,5,1,10,5,6,7,4,7,4,4,4,5,8,4,28,3,5,3,4,6,2,5,8,1,3,6,3,8,3,6,38,4,5,6,4,2,2,6,6,2,4,8,6,8,1,4,3,24,3,3,5,4,5,2,5,1,5,1,2,5,6,3,5,3
15,12,7,8,3,6,6,8,1,8,5,12,12,2,5,4,10,2,7,4,5,5,7,6,8,6,1,8,8,6,5,8,8,8,5,7,3,5,16,2,6,7,6,9,6,5,4,8,6,6,27,8,7,2,3,3,3,5,3,3,6,2,2,3,1,4,33,3,8,3,6,1,9,3,2,0,6,4,2,6,0,2,5,43,1,5,8,4,6,3,3,2,11,3,7,7,3,4,4,5
19,8,10,4,10,4,14,5,8,6,2,15,15,6,6,7,13,1,8,5,2,4,3,2,8,6,3,6,7,3,6,2,6,9,5,4,3,7,6,8,3,6,11,6,4,8,5,7,4,5,34,4,3,7,3,3,3,9,5,3,4,7,2,12,3,3,30,3,6,4,4,4,2,5,2,10,3,3,5,4,3,6,3,37,5,3,3,2,2,5,3,6,5,5,5,6,3,4,4,10
11,4,7,10,8,12,5,6,8,4,6,20,13,2,9,8,17,8,6,6,6,4,7,6,7,3,0,3,4,3,5,10,2,10,8,9,4,4,9,4,6,4,9,2,5,8,7,6,7,7,35,3,4,1,4,3,7,4,0,6,3,5,6,5,6,3,30,1,5,6,5,2,2,6,2,5,6,3,2,4,5,4,3,38,4,2,3,4,6,4,7,4,6,4,5,10,1,2,4,3
11,7,7,10,3,10,5,6,5,10,4,8,19,6,7,7,15,5,13,4,7,5,10,6,5,0,3,10,4,9,2,8,3,12,3,5,7,2,16,1,6,8,6,6,5,3,5,7,5,3,37,5,9,7,2,6,6,4,7,5,6,1,5,8,7,4,34,7,4,6,5,4,5,5,8,5,7,5,4,10,5,5,3,24,3,2,3,3,3,4,2,2,4,1,3,3,3,4,4,4
14,5,4,7,7,8,5,3,1,9,4,15,18,2,2,7,9,3,13,4,3,7,5,2,12,10,6,5,8,8,8,3,4,9,7,9,2,4,10,5,4,10,4,1,4,4,8,2,6,10,34,5,3,5,6,1,4,2,3,6,2,5,8,3,8,5,37,4,6,7,4,6,3,8,2,4,1,5,4,7,3,6,10,38,6,3,1,6,6,9,5,1,2,6,5,6,1,3,4,4
10,6,8,6,4,8,6,2,7,8,6,14,16,4,6,6,10,3,4,4,1,7,8,5,4,7,6,4,6,3,4,9,3,6,7,9,4,2,8,9,7,7,3,3,3,7,6,4,7,8,38,5,3,6,7,7,2,3,7,4,6,1,4,3,9,6,32,5,9,3,5,6,4,5,2,4,5,4,6,3,2,1,2,32,6,7,7,10,2,6,4,2,3,3,8,8,3,4,1,1
17,5,3,9,6,7,5,6,4,6,5,12,17,6,6,7,8,4,4,5,3,4,5,7,10,4,3,3,6,6,6,10,5,6,3,5,4,4,5,4,6,9,4,4,6,5,5,6,4,7,49,4,10,5,5,7,6,5,5,3,4,9,1,2,9,7,35,7,7,7,7,4,5,4,4,4,2,2,4,5,6,3,3,31,5,3,2,6,5,5,4,5,4,0,2,8,4,6,4,8
11,6,11,12,9,10,8,6,10,9,4,11,19,8,4,5,11,6,5,5,10,9,2,1,10,10,6,3,8,2,6,7,3,13,6,2,10,2,6,5,3,6,5,2,4,6,9,6,4,6,36,6,11,6,3,2,4,7,1,2,4,3,3,8,7,2,36,8,5,1,6,3,7,6,4,4,3,4,4,8,8,6,4,39,5,4,11,5,6,3,4,3,2,4,8,3,4,6,6,7
10,4,9,11,7,5,5,5,8,7,4,9,12,6,7,7,18,7,6,3,10,7,7,6,5,3,9,8,4,3,2,3,3,4,5,4,2,1,7,7,4,3,7,9,4,7,5,1,3,5,37,5,8,2,4,5,3,3,3,4,5,8,5,7,5,3,28,1,6,5,3,3,4,7,2,2,1,8,3,4,4,4,3,39,5,7,5,6,4,5,4,2,3,4,6,11,5,3,7,3
9,6,14,6,5,9,6,2,5,6,3,15,12,4,12,6,12,4,16,4,6,4,6,2,13,7,1,4,3,8,6,9,6,4,7,6,0,6,10,7,7,9,4,4,7,7,8,7,12,7,29,7,2,6,4,4,2,5,4,4,4,3,3,5,6,7,38,5,5,4,1,3,5,8,7,5,7,5,2,5,5,8,2,45,8,3,7,2,6,4,2,3,4,6,7,5,4,3,9,5
11,6,8,6,6,4,9,2,8,12,3,14,19,3,5,7,15,6,7,3,6,11,2,4,9,2,7,2,7,10,2,2,5,4,5,3,4,4,7,2,7,10,5,3,2,6,7,7,3,8,33,7,13,5,2,4,0,4,5,7,3,2,2,4,6,9,27,3,4,3,5,4,4,5,3,5,3,4,5,5,2,1,3,40,7,4,4,6,4,4,5,3,8,6,4,7,6,5,6,3
19,4,3,10,6,7,13,2,8,8,4,8,12,3,8,7,8,1,5,3,3,4,1,5,12,11,5,6,4,4,5,2,7,8,7,3,1,5,12,3,5,5,6,4,5,6,4,4,7,1,27,4,2,1,4,3,2,6,6,2,4,4,4,3,6,4,32,3,3,6,4,3,5,3,3,4,6,3,4,4,4,3,3,41,4,3,5,4,6,3,6,8,5,5,5,7,6,7,5,6
21,3,10,7,12,5,7,3,12,11,3,11,16,4,8,6,13,5,5,6,4,10,5,6,8,6,1,9,5,3,1,6,2,7,4,3,6,3,7,3,4,5,1,5,3,4,8,10,8,4,40,2,5,6,6,5,4,5,10,3,7,5,5,4,7,3,33,1,6,3,3,6,6,6,3,3,6,4,3,7,4,5,3,34,1,6,1,4,8,4,2,2,2,4,5,3,2,1,7,4
15,6,4,9,2,11,8,4,4,9,9,22,20,4,8,4,10,3,10,6,3,4,8,6,10,8,8,6,5,5,7,4,3,7,10,5,2,0,12,5,3,13,6,3,7,6,4,5,8,10,28,4,2,5,5,3,7,5,2,4,3,5,4,3,3,7,36,7,6,5,11,5,4,1,3,9,2,2,2,6,3,5,4,20,0,4,4,3,3,2,4,0,3,3,3,2,7,3,4,7
15,4,8,11,7,11,7,8,3,8,5,10,12,7,5,5,8,2,9,4,5,5,8,1,6,9,7,4,6,6,0,6,6,7,7,11,8,9,5,6,3,9,3,2,8,2,6,2,4,5,32,5,5,11,4,7,5,8,3,4,6,5,4,6,2,4,35,1,5,1,5,3,3,6,4,5,2,6,4,4,3,8,5,40,5,10,2,7,2,6,2,5,3,3,4,8,4,2,2,6
21,4,10,7,6,7,9,8,5,9,6,16,16,4,9,3,9,4,14,6,9,5,5,1,9,8,2,9,9,10,5,6,1,6,8,5,7,5,9,7,1,2,4,6,5,2,6,7,2,2,34,3,6,1,4,6,2,4,11,4,8,10,5,5,6,5,42,4,5,8,7,5,5,4,2,1,1,6,5,4,7,4,7,35,8,5,3,7,3,3,6,6,4,3,4,3,8,3,9,4
12,7,8,14,15,6,11,3,10,12,6,17,10,2,6,11,9,11,6,4,10,7,6,12,4,2,4,4,9,5,4,4,4,5,4,4,5,4,7,4,3,5,3,4,0,7,4,4,3,4,30,5,2,4,4,4,4,2,6,2,4,3,2,4,2,6,37,4,1,3,6,5,7,2,2,1,6,4,1,6,4,5,8,34,3,2,4,5,1,2,3,6,2,8,4,5,1,4,4,3
14,7,7,10,3,15,3,7,8,10,8,9,19,6,6,10,8,4,8,2,4,8,8,9,5,6,9,7,8,4,5,9,6,5,10,3,5,2,5,3,5,7,2,2,7,1,1,7,6,5,34,5,8,6,5,3,3,5,4,2,7,2,4,6,9,5,32,4,3,3,4,10,0,4,6,3,5,0,4,2,3,6,8,32,7,3,3,5,2,5,2,6,2,9,3,4,6,5,4,6
10,6,5,16,12,10,9,6,6,9,5,9,11,2,6,2,6,3,8,4,8,4,4,3,5,3,5,7,4,3,6,5,1,9,5,6,6,4,17,3,5,8,11,7,4,3,5,5,2,5,30,3,2,1,6,8,6,9,5,3,9,5,8,4,3,5,35,3,5,6,3,2,6,3,5,1,6,5,5,6,3,3,6,33,5,3,3,3,5,3,9,2,3,10,4,2,5,3,7,7
11,10,7,11,8,7,10,4,3,7,4,12,13,1,9,2,10,5,5,5,8,6,8,0,10,1,1,11,11,7,5,5,6,5,6,3,6,9,8,8,1,4,8,7,7,4,8,6,5,2,33,2,4,8,4,2,6,4,5,0,0,3,4,5,5,6,38,2,2,4,3,4,5,8,9,7,3,2,4,4,1,6,6,34,4,5,5,2,5,4,3,1,4,5,5,8,4,3,3,6
11,8,13,13,11,8,5,3,5,12,6,9,11,1,9,7,4,3,6,7,11,3,5,5,10,5,4,7,5,1,9,8,9,2,8,2,7,0,9,8,5,7,6,3,5,4,5,4,4,3,29,2,1,9,2,5,3,6,6,2,4,3,6,4,6,4,37,4,2,4,3,6,3,5,4,2,4,7,8,5,8,7,2,44,6,9,6,3,8,3,9,1,4,7,2,6,10,3,8,4
11,10,8,4,2,6,12,5,6,15,6,10,16,5,7,8,6,1,2,4,4,6,4,6,12,8,6,4,9,1,4,6,3,7,4,7,4,5,9,3,1,4,5,3,4,3,2,1,9,2,31,4,7,3,3,6,6,3,4,6,2,3,3,8,2,6,30,7,3,6,4,3,4,10,3,6,7,6,2,3,4,6,11,39,5,1,4,4,6,4,3,5,7,5,9,6,2,4,3,6
11,5,9,8,8,8,4,3,7,12,7,20,18,8,2,9,8,5,9,2,5,6,5,4,10,7,5,6,7,8,8,8,6,9,7,6,10,5,15,6,3,7,5,5,4,6,4,5,6,5,35,3,3,5,5,5,4,6,5,3,2,3,5,2,3,9,45,4,6,6,3,7,3,5,6,4,5,3,5,5,6,6,5,28,5,2,4,1,2,7,4,6,1,5,4,5,8,5,3,5
16,3,10,11,7,16,12,2,6,9,5,18,15,5,6,4,15,7,7,0,8,9,5,6,8,2,5,6,3,2,4,8,2,9,3,4,7,3,6,5,5,3,9,6,1,6,6,1,5,5,34,4,2,5,8,4,6,6,7,6,7,6,5,6,4,4,25,3,7,2,3,4,5,5,4,3,4,8,2,6,4,4,9,31,4,2,4,0,3,5,6,5,5,3,7,5,6,2,6,4
15,5,10,7,12,9,11,9,3,9,6,10,12,6,5,7,10,7,10,1,5,4,6,2,11,7,1,7,4,4,7,8,4,7,7,5,3,4,6,4,5,6,4,5,4,7,5,4,8,5,37,4,4,2,2,6,5,6,8,7,10,3,6,12,1,2,33,2,8,4,11,7,2,6,6,2,3,10,3,3,1,5,5,24,7,4,4,3,5,4,2,5,7,6,2,3,3,4,3,8
8,4,8,8,8,8,12,1,8,5,2,20,8,0,3,6,12,7,6,3,7,3,3,5,9,8,3,11,7,1,5,5,1,2,9,8,5,5,6,2,4,11,3,10,4,8,1,2,3,8,23,2,3,6,3,3,4,1,3,1,7,1,5,5,5,4,31,3,2,2,4,5,7,9,6,2,3,6,5,6,6,4,6,31,2,7,6,1,2,2,4,8,4,4,4,7,3,4,5,6
14,6,7,10,3,3,13,7,5,8,4,13,14,5,11,8,5,8,10,6,9,0,5,5,6,7,1,4,5,5,5,3,2,9,9,6,6,2,12,4,5,6,4,7,3,6,2,4,3,7,30,4,2,3,6,2,2,3,10,4,2,10,7,4,3,5,36,3,1,5,5,2,4,2,8,6,6,4,4,3,5,5,5,32,3,7,5,6,1,1,7,4,5,3,1,6,5,4,5,4
17,4,3,8,8,8,7,5,5,13,5,19,17,7,10,4,7,9,8,7,9,11,7,2,10,5,6,5,5,11,7,7,6,6,4,7,6,3,10,8,2,3,5,1,5,4,8,6,4,4,34,8,2,4,8,6,3,6,5,3,0,1,1,2,11,2,33,9,5,3,6,5,5,3,0,5,3,5,4,5,7,1,1,34,6,4,7,2,3,4,4,5,6,1,4,2,5,6,4,6
6,6,8,1,7,7,5,2,3,7,4,6,18,5,4,5,5,2,4,8,3,8,3,7,10,4,7,7,4,4,5,5,4,6,12,0,4,5,6,6,1,5,4,4,6,7,7,3,2,2,28,5,3,3,1,3,6,5,9,4,4,7,5,4,5,1,25,3,6,3,2,5,5,4,3,3,3,4,3,1,6,5,4,32,3,3,4,5,6,6,4,7,4,1,5,5,5,7,2,4
14,8,5,5,5,5,4,6,2,10,3,9,14,4,5,8,12,5,13,1,7,5,10,5,10,5,5,8,5,9,0,6,4,9,2,4,6,5,9,6,7,3,7,3,1,5,4,4,5,4,30,2,4,4,6,4,4,5,3,4,12,7,3,7,3,2,39,5,4,4,7,7,4,5,10,5,2,3,5,7,8,4,5,31,2,10,5,1,2,6,4,3,3,2,2,4,4,6,3,4
13,6,7,10,3,5,8,6,8,15,3,8,12,2,8,7,6,3,5,9,3,10,3,2,11,8,4,8,6,2,4,7,5,11,11,3,4,2,10,3,2,7,4,5,4,4,6,3,3,3,39,4,5,4,4,5,3,7,6,4,2,9,6,3,5,3,27,7,3,4,3,3,4,4,4,8,7,5,3,6,4,5,3,45,7,5,4,7,3,7,3,4,7,11,2,1,8,5,8,10
22,13,16,9,11,5,12,6,6,9,3,12,14,2,4,6,17,5,13,6,5,7,7,5,17,5,4,5,7,5,8,6,6,5,7,0,4,4,8,6,6,7,5,5,5,8,6,9,3,2,44,6,3,9,5,3,4,4,3,7,3,7,6,6,4,7,28,3,6,7,4,1,3,1,3,4,4,4,1,4,10,4,4,33,12,5,2,7,2,5,6,4,5,3,4,5,3,1,7,2
21,10,7,10,9,10,11,4,9,8,6,15,13,5,5,5,10,4,4,9,8,4,12,5,7,8,8,8,6,5,1,6,4,1,9,4,8,4,10,4,2,5,3,2,8,2,3,1,5,1,34,5,5,5,7,4,7,3,5,5,5,2,7,2,4,3,32,2,7,9,7,7,5,3,3,3,7,3,2,7,3,4,11,31,4,5,4,5,4,4,4,5,4,5,4,4,5,3,6,9
15,5,13,4,10,12,6,8,7,7,8,8,15,5,7,6,8,3,10,4,5,4,5,1,7,3,4,8,8,3,2,6,5,8,8,6,4,4,9,0,3,6,4,8,3,0,3,6,6,6,28,9,3,5,3,5,3,6,5,4,4,5,1,1,4,2,31,6,4,5,1,4,6,8,6,5,1,6,4,5,3,5,2,35,4,3,4,9,1,5,5,4,1,3,1,5,7,2,10,4
18,10,12,9,4,7,10,3,6,8,5,16,11,3,8,6,14,4,10,1,5,3,11,6,6,9,1,10,8,2,4,8,5,4,3,6,3,7,8,1,5,5,5,6,0,6,4,6,5,3,29,3,7,1,3,2,3,3,5,8,5,5,6,2,3,5,36,3,0,4,1,2,9,4,8,8,3,3,4,10,6,4,4,29,4,2,5,0,2,6,7,5,9,7,2,6,4,4,4,3
25,6,10,6,8,5,6,9,6,7,3,11,15,10,8,6,9,5,16,7,5,5,6,2,10,3,3,11,6,4,12,7,8,6,8,3,6,5,11,6,6,7,4,5,6,6,1,4,5,1,36,6,3,5,3,2,3,3,5,6,4,4,5,4,2,4,37,4,4,6,3,3,2,3,4,4,7,4,6,7,5,3,9,27,4,2,5,2,3,5,2,6,5,6,3,5,4,4,5,3
15,6,9,11,4,11,10,4,4,4,5,12,7,5,6,2,11,3,7,3,11,5,2,5,6,3,8,6,6,1,1,4,1,5,4,6,7,5,7,6,8,6,0,3,2,4,6,4,4,6,37,6,0,3,7,4,3,5,2,0,3,10,4,1,3,1,30,5,4,1,8,3,5,6,3,6,4,5,0,5,5,5,2,33,4,2,1,10,2,4,2,5,7,2,7,7,5,5,5,2
20,6,9,8,7,10,11,6,8,9,7,8,19,9,5,9,5,2,19,5,4,8,10,7,11,7,1,8,8,2,2,5,1,6,3,3,4,2,7,2,5,3,2,5,5,1,4,2,6,3,33,0,4,6,6,4,1,4,7,7,4,5,8,2,5,4,32,9,5,5,8,2,6,7,4,5,3,8,5,4,4,4,5,27,5,3,3,4,3,7,2,6,6,4,2,3,2,4,3,5
12,6,6,13,5,7,10,1,9,8,4,16,21,8,5,10,12,3,11,9,9,6,3,1,11,7,5,6,3,4,4,5,7,10,4,7,4,6,8,5,3,5,10,6,2,5,4,5,3,5,31,2,4,6,3,4,3,2,5,10,3,3,6,7,1,3,37,5,6,4,7,6,1,4,8,3,1,3,8,4,5,6,5,32,3,3,8,3,2,6,2,3,5,5,4,6,6,4,7,8
12,6,7,8,7,7,9,8,7,9,5,16,18,5,3,8,7,6,7,7,5,6,5,5,7,7,6,5,7,1,5,6,4,4,6,3,2,2,7,2,4,9,4,4,5,1,3,4,8,4,33,3,2,7,5,8,4,2,5,5,3,2,6,5,2,5,31,5,4,4,4,6,4,2,3,5,2,3,8,1,6,7,4,38,7,2,4,9,2,2,2,4,3,10,3,5,4,9,3,6
14,4,5,6,8,11,11,5,6,8,5,9,18,6,6,5,10,1,9,8,5,4,7,5,8,7,4,6,5,6,0,10,7,6,5,4,1,5,9,1,3,13,4,3,8,6,6,5,3,10,32,12,4,4,6,1,3,6,9,3,5,4,4,2,4,8,30,2,4,4,4,4,2,4,3,4,4,6,0,4,5,8,3,31,5,4,3,6,9,9,9,5,6,8,5,5,3,4,1,2
16,2,7,10,4,9,11,2,9,11,7,12,15,6,9,8,11,5,15,3,11,5,8,4,11,7,3,9,8,4,3,10,4,7,7,2,7,4,5,8,7,5,4,6,9,4,3,3,6,3,20,4,3,3,5,4,3,5,2,5,4,6,4,4,3,3,47,3,4,4,1,5,3,4,2,8,7,13,11,6,7,3,5,44,4,7,5,5,4,4,5,9,6,4,6,2,7,6,3,8
11,5,7,10,2,8,6,5,6,8,3,20,13,4,6,1,10,7,5,2,5,2,8,2,4,4,2,10,5,7,4,5,3,3,3,2,2,3,7,5,0,5,3,3,2,4,2,1,3,6,31,4,4,5,0,2,3,12,4,4,5,4,5,2,5,1,36,6,6,5,5,6,2,5,5,3,3,5,5,9,3,4,1,45,3,9,5,5,4,5,5,5,8,3,7,7,1,6,4,9
8,7,13,9,4,12,10,4,7,4,4,6,16,7,3,4,12,3,9,6,7,8,5,2,7,7,3,7,8,3,4,10,4,3,4,6,4,4,5,6,3,4,1,3,4,6,7,4,7,5,26,2,5,3,1,5,3,2,2,8,1,4,4,6,7,2,35,3,4,3,8,5,5,6,4,2,4,7,6,1,4,4,3,45,7,3,6,8,3,6,6,7,7,4,5,4,2,6,6,6
21,5,5,9,9,6,12,6,6,11,4,13,22,5,8,7,10,5,6,6,7,5,8,5,10,7,3,8,11,6,4,3,7,6,7,8,5,5,5,3,2,4,4,1,9,4,3,3,2,2,33,3,4,6,1,4,3,3,3,8,4,5,2,4,6,8,27,1,2,1,5,4,9,2,4,6,3,5,3,0,5,6,4,38,5,6,9,4,6,3,4,8,5,7,5,9,2,5,2,1
10,6,9,10,10,7,6,0,9,6,5,9,24,2,9,6,6,4,11,5,7,7,7,4,5,8,7,6,5,10,2,1,6,8,6,5,2,7,10,2,3,7,5,5,3,8,11,3,1,2,36,3,6,2,3,7,9,4,6,3,5,3,6,5,2,2,41,4,5,4,5,6,4,3,4,7,10,2,1,7,7,8,6,38,4,3,5,7,3,2,5,0,2,5,7,6,6,5,4,7
16,5,6,8,6,12,5,3,10,5,6,10,18,5,5,5,7,2,8,7,11,5,6,8,7,11,7,10,6,3,3,9,1,5,5,1,7,3,5,3,3,4,2,4,2,2,5,3,4,5,34,8,4,2,3,3,6,5,3,6,7,3,7,6,2,4,30,5,5,2,6,4,3,4,6,6,4,2,5,3,7,7,5,36,9,3,5,4,4,6,5,3,6,5,4,3,4,2,5,2
20,6,8,13,12,5,8,1,10,11,2,17,18,5,4,13,9,3,7,5,6,4,7,6,6,3,5,10,6,4,6,4,3,9,9,2,4,3,10,4,6,6,5,10,7,5,4,8,1,7,27,5,6,1,4,6,2,4,9,5,0,0,7,6,5,6,36,2,5,6,4,5,5,4,3,6,3,6,6,4,9,4,4,42,8,1,9,5,5,9,1,8,3,4,2,8,5,8,0,9
14,6,9,11,6,10,7,6,5,9,4,15,16,10,3,5,8,3,7,2,4,4,7,6,10,6,9,2,9,4,2,5,2,6,10,8,3,6,4,3,4,5,3,2,4,5,2,5,4,5,32,2,6,2,6,8,2,5,6,6,3,4,4,4,2,10,31,4,4,6,3,5,3,2,2,5,4,7,4,9,2,3,5,33,7,8,3,2,4,5,3,5,1,4,7,4,6,6,3,4
15,9,6,11,7,6,12,4,8,9,3,15,16,4,7,5,10,8,8,3,7,3,4,5,6,10,2,9,7,3,2,7,3,9,6,4,4,2,8,3,9,5,6,6,3,3,4,10,5,3,37,5,4,4,3,1,3,5,4,6,6,3,2,9,3,4,32,3,5,3,7,6,3,5,1,6,7,5,8,3,4,3,2,31,1,5,5,3,5,6,9,1,3,5,4,6,7,2,3,3
13,8,8,8,9,3,11,1,3,4,3,11,18,6,7,10,10,5,10,3,11,9,8,4,8,4,2,5,2,6,4,7,6,6,3,4,1,0,11,5,1,7,7,3,3,4,3,2,9,1,38,7,0,9,6,4,5,2,7,8,1,5,3,3,4,3,34,3,3,4,2,2,3,5,5,7,6,3,9,4,3,4,3,50,2,3,8,6,8,6,8,5,7,7,6,8,6,9,4,5
23,7,6,8,6,11,10,6,5,7,5,12,16,7,9,6,11,4,6,3,7,8,5,6,11,8,5,5,7,4,5,6,4,7,8,4,6,4,11,6,4,9,6,8,6,2,4,5,5,2,30,4,2,6,2,8,4,1,6,3,1,4,3,5,3,5,33,1,5,6,7,7,3,5,2,9,6,3,7,2,1,8,4,34,4,4,7,2,7,1,8,5,10,7,1,3,9,10,4,1
10,4,2,6,9,8,12,4,9,6,3,17,14,5,3,8,12,5,9,3,3,6,4,4,11,7,5,4,4,5,3,5,1,15,5,1,4,2,18,3,6,9,7,2,1,6,5,5,5,2,38,9,5,4,2,4,10,2,8,5,8,1,7,2,4,3,38,5,4,6,8,4,4,4,4,2,5,9,1,4,6,4,3,40,6,7,5,3,4,2,3,3,5,3,5,4,7,3,6,4
13,7,10,12,4,7,14,4,5,10,3,25,12,6,8,1,12,7,9,2,9,2,9,3,10,7,6,10,5,4,3,8,5,3,6,5,6,0,4,6,4,5,5,2,5,2,2,1,3,6,27,5,5,4,7,6,4,3,5,4,5,4,4,4,0,5,42,3,5,4,5,3,3,6,3,7,3,6,6,5,4,7,5,36,6,5,7,5,5,3,2,5,4,6,6,3,2,1,0,3
7,10,10,6,7,6,10,2,5,9,5,11,13,3,3,9,14,1,12,6,4,9,3,3,11,9,4,2,9,6,6,4,5,6,7,4,5,4,7,3,6,6,3,2,3,4,3,6,6,3,34,7,2,2,7,1,7,3,5,5,6,5,7,3,8,3,30,5,2,4,0,5,6,5,3,4,7,8,6,1,5,5,3,38,7,9,4,6,5,7,3,5,3,1,5,2,4,7,2,9
17,7,9,12,8,11,11,2,8,11,9,13,12,2,10,11,11,4,4,7,5,10,6,6,10,8,1,4,9,2,3,5,1,6,8,5,5,1,14,5,3,6,8,5,1,5,1,6,4,6,32,3,6,2,4,5,7,1,7,2,6,10,2,4,1,3,27,4,2,2,3,0,2,5,6,4,3,4,5,4,4,2,5,30,5,0,10,1,6,5,9,6,1,5,10,3,2,5,2,4
18,8,10,10,6,8,10,4,2,8,3,14,13,2,6,5,8,5,11,4,10,5,3,6,9,6,6,3,6,5,2,5,5,5,6,5,7,7,9,3,6,4,2,6,6,5,5,2,6,2,32,5,5,5,3,3,6,5,6,5,5,3,3,1,7,6,35,4,6,3,6,2,9,3,4,7,6,4,3,3,2,4,4,34,2,7,2,7,2,8,6,3,8,11,6,2,6,6,4,7
10,10,8,8,8,7,9,2,11,6,4,17,13,3,4,4,13,8,10,5,8,6,7,2,6,6,5,2,10,2,4,8,7,8,5,6,6,6,6,8,10,7,7,2,3,4,6,6,0,4,34,5,3,2,4,3,8,2,8,5,2,6,4,3,3,5,35,5,4,4,4,10,1,4,9,2,5,4,4,8,4,3,2,41,5,3,9,7,4,4,5,5,2,5,2,4,6,5,4,7
17,6,4,11,4,7,5,8,6,4,6,15,14,5,5,4,9,2,10,3,10,7,5,3,4,5,7,7,5,3,6,9,4,11,7,6,3,4,13,4,6,6,12,8,4,9,4,3,5,4,38,3,7,3,5,4,3,4,5,7,6,2,6,5,6,4,39,8,2,4,3,4,6,3,1,3,6,5,8,4,5,5,6,36,2,3,3,2,2,8,2,6,4,5,6,3,9,4,6,2
10,5,15,9,9,9,5,4,7,9,7,13,13,4,3,7,6,7,9,5,7,7,3,4,13,7,9,3,3,7,3,7,0,9,5,2,4,1,3,5,9,2,1,6,2,5,5,6,5,1,26,6,3,1,9,3,4,3,4,4,4,4,2,4,4,8,39,3,4,5,5,7,7,7,6,3,2,5,5,8,3,3,4,37,5,5,3,7,5,5,6,7,8,4,7,3,3,6,5,5
